Strain (mm/mm)	Engineering stress (MPa)	Strain up to UTS (mm/mm)	Engineering stress up to UTS (MPa)	True strain (mm/mm)	True stress (MPa)	True strain in plastic region (mm/mm)	True stress in plastic region (MPa)	Fitted true strain in plastic region (mm/mm)	Fitted true stress in plastic region (MPa)	Plastic strain for Ansys (mm/mm)
0.0071465	360.7357693	0.0071465	360.7357693	0.007121085	363.3137675	0.02089174	394.1732093			
0.0071745	360.7943748	0.0071745	360.7943748	0.007148886	363.382894	0.020989668	394.4878191			
0.0072185	361.1956496	0.0072185	361.1956496	0.007192571	363.8029404	0.020989668	394.2934873			
0.0072985	361.1735864	0.0072985	361.1735864	0.007271995	363.8096118	0.020989668	394.3688261			
0.0073105	361.4597188	0.0073105	361.4597188	0.007283908	364.1021701	0.021087586	394.4447648			
0.0073665	361.5390085	0.0073665	361.5390085	0.0073395	364.2022856	0.021185494	394.5207109			
0.007422	361.6196772	0.007422	361.6196772	0.007394592	364.3036184	0.021283393	394.7304826			
0.00749	361.7879093	0.00749	361.7879093	0.007462089	364.4977007	0.021283393	394.9621997			
0.00757	362.0650785	0.00757	362.0650785	0.007541491	364.8059112	0.021283393	394.9023336			
0.007586	362.1016207	0.007586	362.1016207	0.007557371	364.8485236	0.021283393	395.0220659			
0.007642	361.9340781	0.007642	361.9340781	0.007612948	364.6999784	0.021381283	395.3438955			
0.0077055	362.3946479	0.0077055	362.3946479	0.007675964	365.1870799	0.021479162	395.4347225			
0.0078175	362.5325431	0.0078175	362.5325431	0.007787102	365.3666412	0.021577032	395.5558538			
0.0078575	362.6718172	0.0078575	362.6718172	0.007826791	365.521511	0.021577032	395.638282			
0.0078935	362.8476335	0.0078935	362.8476335	0.007862509	365.7117713	0.021577032	395.9665856			
0.007961	362.9717391	0.007961	362.9717391	0.007929478	365.8613571	0.021577032	395.5783983			
0.008033	363.3881824	0.008033	363.3881824	0.008000907	366.3072797	0.021674893	395.8341234			
0.008081	363.2054714	0.008081	363.2054714	0.008048524	366.1405348	0.021772744	396.0962328			
0.008149	363.5047038	0.008149	363.5047038	0.008115976	366.4669037	0.021772744	396.0588862			
0.0082245	363.6584569	0.0082245	363.6584569	0.008190863	366.6493659	0.021870586	396.044785			
0.0082725	363.7901468	0.0082725	363.7901468	0.00823847	366.7996008	0.021870586	396.044785			
0.0083205	363.8191048	0.0083205	363.8191048	0.008286075	366.8462616	0.021968418	396.4133744			
0.0083805	363.81221	0.0083805	363.81221	0.008345579	366.8611382	0.021968418	396.502178			
0.0084245	364.0011264	0.0084245	364.0011264	0.008389212	367.0676539	0.02206624	396.3323284			
0.008472	364.0893793	0.008472	364.0893793	0.008436314	367.1739445	0.022164053	396.7292			
0.008556	364.1548795	0.008556	364.1548795	0.008519605	367.2705886	0.022164053	396.856087			
0.008632	364.3162168	0.008632	364.3162168	0.008594957	367.4609944	0.022164053	396.7066423			
0.008708	364.4761751	0.008708	364.4761751	0.008670304	367.6500337	0.022261856	397.052117			
0.0087795	364.7174916	0.0087795	364.7174916	0.008741184	367.9195289	0.022359649	396.9865984			
0.0088315	364.7547233	0.0088315	364.7547233	0.00879273	367.9760547	0.022457434	397.0853557			
0.0088675	364.9008922	0.0088675	364.9008922	0.008828415	368.1366509	0.022457434	397.0402271			
0.0088915	364.9732871	0.0088915	364.9732871	0.008852203	368.2184471	0.022555208	397.5198017			
0.0089515	365.2221879	0.0089515	365.2221879	0.008911673	368.4914743	0.022652973	397.5290456			
0.009047	365.3980042	0.009047	365.3980042	0.009006321	368.7037599	0.022652973	397.7159429			
0.009115	365.5283151	0.009115	365.5283151	0.009073709	368.8601057	0.022652973	397.5734778			
0.009135	365.4262727	0.009135	365.4262727	0.009093528	368.7644417	0.022750728	397.8211258			
0.009175	365.660005	0.009175	365.660005	0.009133165	369.0149355	0.022848474	397.6885983			
0.009235	365.8578845	0.009235	365.8578845	0.009192618	369.2365821	0.02294621	397.8248249			
0.0093025	365.9158005	0.0093025	365.9158005	0.009259498	369.3197322	0.02294621	398.0491674			
0.0094025	365.9888849	0.0094025	365.9888849	0.009358572	369.4300954	0.023043937	398.2602232			
0.0094945	366.2302014	0.0094945	366.2302014	0.009449711	369.707374	0.023141654	398.2243465			
0.00955	366.4053282	0.00955	366.4053282	0.009504687	369.9044991	0.023141654	398.2314027			
0.009566	366.2888068	0.009566	366.2888068	0.009520536	369.7927256	0.023239362	398.50178			
0.009618	366.5956235	0.009618	366.5956235	0.009572041	370.1215402	0.02333706	398.6084672			
0.009682	366.5880393	0.009682	366.5880393	0.00963543	370.1373447	0.02333706	398.8103132			
0.009742	366.5659761	0.009742	366.5659761	0.009694853	370.1370618	0.023434749	398.8944471			
0.0098115	366.8300453	0.0098115	366.8300453	0.00976368	370.4291983	0.023434749	398.9622062			
0.0099115	366.9603562	0.0099115	366.9603562	0.009862703	370.5974838	0.023532428	399.1275332			
0.0099115	367.1947779	0.0099115	367.1947779	0.009862703	370.834229	0.023630097	398.9872033			
0.0099115	367.2168412	0.0099115	367.2168412	0.009862703	370.8565109	0.023630097	399.4361952			
0.0100115	367.2823414	0.0100115	367.2823414	0.009961717	370.9593885	0.023727757	399.5578117			
0.0101115	367.3988628	0.0101115	367.3988628	0.010060721	371.1138164	0.023727757	399.5804047			
0.0102115	367.7063689	0.0102115	367.7063689	0.010159715	371.4612025	0.023727757	399.6248846			
0.0102115	367.8304746	0.0102115	367.8304746	0.010159715	371.5865754	0.023825407	399.7083944			
0.0103115	367.8091008	0.0103115	367.8091008	0.010258699	371.6017644	0.023923048	399.8293397			
0.0104115	368.0862701	0.0104115	368.0862701	0.010357674	371.9186003	0.02402068	399.7497295			
0.0104115	368.129707	0.0104115	368.129707	0.010357674	371.9624895	0.02402068	400.0336372			
0.0105115	368.2765654	0.0105115	368.2765654	0.010456638	372.1477045	0.024118301	400.2301975			
0.0105115	368.3055233	0.0105115	368.3055233	0.010456638	372.1769668	0.024118301	400.1849939			
0.0106115	368.3999815	0.0106115	368.3999815	0.010555593	372.3092579	0.024215914	400.2918708			
0.0106115	368.3855025	0.0106115	368.3855025	0.010555593	372.2946253	0.024313516	400.5026084			
0.0107115	368.4144605	0.0107115	368.4144605	0.010654538	372.360732	0.024313516	400.449625			
0.0107115	368.655777	0.0107115	368.655777	0.010654538	372.6046334	0.024313516	400.7201934			
0.0108115	368.61234	0.0108115	368.61234	0.010753474	372.5975923	0.02441111	400.8864753			
0.0109115	368.9922412	0.0109115	368.9922412	0.010852399	373.0185	0.024508693	400.8959207			
0.0109115	369.3211211	0.0109115	369.3211211	0.010852399	373.3509685	0.024606267	401.1138226			
0.0110115	369.167368	0.0110115	369.167368	0.010951315	373.2324545	0.024703832	401.1981891			
0.0111115	369.4011003	0.0111115	369.4011003	0.011050221	373.5057006	0.024703832	401.2808754			
0.0112115	369.4300582	0.0112115	369.4300582	0.011149117	373.5719233	0.024801387	401.4097866			
0.0112115	369.6203535	0.0112115	369.6203535	0.011149117	373.7643521	0.024801387	401.4550211			
0.0112115	369.7451487	0.0112115	369.7451487	0.011149117	373.8905464	0.024801387	401.3801015			
0.0113115	369.876149	0.0113115	369.876149	0.011248003	374.0600031	0.024898933	401.4715638			
0.0113115	369.9561282	0.0113115	369.9561282	0.011248003	374.140887	0.024996469	401.5333453			
0.0114115	369.9561282	0.0114115	369.9561282	0.01134688	374.1778826	0.025093995	401.5951313			
0.0115115	369.9712967	0.0115115	369.9712967	0.011445747	374.2302213	0.025093995	401.8715668			
0.0116115	370.1098813	0.0116115	370.1098813	0.011544604	374.4074122	0.025093995	401.9394385			
0.0116115	370.1829657	0.0116115	370.1829657	0.011544604	374.4813452	0.025191513	402.083282			
0.0117115	370.3801558	0.0117115	370.3801558	0.011643451	374.717863	0.025191513	402.2409576			
0.0117115	370.3580926	0.0117115	370.3580926	0.011643451	374.6955414	0.025191513	402.2925733			
0.0118115	370.5559721	0.0118115	370.5559721	0.011742289	374.932794	0.02528902	402.5269709			
0.0118115	370.5483879	0.0118115	370.5483879	0.011742289	374.9251202	0.025386518	402.5365159			
0.0119115	370.6145775	0.0119115	370.6145775	0.011841116	375.0291531	0.025386518	402.7012942			
0.0120115	371.1475423	0.0120115	371.1475423	0.011939934	375.605581	0.025484007	402.8975693			
0.0120115	371.2502742	0.0120115	371.2502742	0.011939934	375.7095468	0.025581486	402.7649614			
0.0121115	371.3295639	0.0121115	371.3295639	0.012038743	375.8269219	0.025581486	402.9219911			
0.0121115	371.2647532	0.0121115	371.2647532	0.012038743	375.7613262	0.025678955	403.0737438			
0.0122115	371.4033378	0.0122115	371.4033378	0.012137541	375.9387296	0.025678955	403.1190181			
0.0123115	371.6446543	0.0123115	371.6446543	0.01223633	376.2201574	0.025776415	403.09039			
0.0123115	371.5860488	0.0123115	371.5860488	0.01223633	376.1608305	0.025776415	403.1958044			
0.0124115	371.6301753	0.0124115	371.6301753	0.012335109	376.2426632	0.025873866	403.4077396			
0.0125115	371.9142393	0.0125115	371.9142393	0.012433878	376.5674443	0.025873866	403.3999566			
0.0126115	372.0169712	0.0126115	372.0169712	0.012532637	376.7086632	0.025971307	403.5963572			
0.0126115	371.951471	0.0126115	371.951471	0.012532637	376.642337	0.025971307	403.6940083			
0.0127115	372.0976398	0.0127115	372.0976398	0.012631387	376.827559	0.026068738	403.680974			
0.0127115	372.2720772	0.0127115	372.2720772	0.012631387	377.0042137	0.026068738	403.6880509			
0.0128115	372.3748091	0.0128115	372.3748091	0.012730127	377.1454889	0.026166161	404.0055285			
0.0128115	372.5506254	0.0128115	372.5506254	0.012730127	377.3235577	0.026166161	404.073473			
0.0129115	372.6161256	0.0129115	372.6161256	0.012828857	377.4271587	0.026263573	404.1354871			
0.0130115	372.7691892	0.0130115	372.7691892	0.012927578	377.6194755	0.026263573	404.1730018			
0.0129115	372.7043785	0.0129115	372.7043785	0.012828857	377.5165511	0.026360976	404.3539499			
0.0130115	372.9519003	0.0130115	372.9519003	0.012927578	377.8045639	0.026360976	404.399255			
0.0131115	373.0105057	0.0131115	373.0105057	0.013026288	377.9012329	0.026555754	404.6507901			
0.0132115	373.273196	0.0132115	373.273196	0.013124989	378.2046948	0.026555754	404.7258414			
0.0133115	373.229759	0.0133115	373.229759	0.01322368	378.1980069	0.026555754	404.7484983			
0.0133115	373.5738074	0.0133115	373.5738074	0.01322368	378.5466351	0.026653129	404.8105717			
0.0133115	373.4490123	0.0133115	373.4490123	0.01322368	378.4201788	0.026653129	404.8544739			
0.0134115	373.5441599	0.0134115	373.5441599	0.013322362	378.5539474	0.026750494	405.1870762			
0.0135115	373.7627237	0.0135115	373.7627237	0.013421034	378.8128188	0.026750494	405.0518161			
0.0135115	373.8875188	0.0135115	373.8875188	0.013421034	378.9393	0.026847849	405.1436616			
0.0135115	373.755829	0.0135115	373.755829	0.013421034	378.8058308	0.026847849	405.2796432			
0.0136115	373.7627237	0.0136115	373.7627237	0.013519696	378.850195	0.026945196	405.3863867			
0.0137115	373.9164768	0.0137115	373.9164768	0.013618348	379.0434326	0.027042532	405.4782673			
0.0137115	374.2088145	0.0137115	374.2088145	0.013618348	379.3397787	0.027042532	405.6057749			
0.0137115	374.2012303	0.0137115	374.2012303	0.013618348	379.3320905	0.02713986	405.998767			
0.0138115	374.2887937	0.0138115	374.2887937	0.01371699	379.4582834	0.02713986	405.8251981			
0.0138115	374.4204836	0.0138115	374.4204836	0.01371699	379.5917921	0.027237177	405.9851413			
0.0139115	374.5528629	0.0139115	374.5528629	0.013815623	379.7634551	0.027237177	406.0078137			
0.0140115	374.7273003	0.0140115	374.7273003	0.013914246	379.9777918	0.027334486	406.339968			
0.0140115	374.8224479	0.0140115	374.8224479	0.013914246	380.0742726	0.027431784	406.4170649			
0.0140115	375.0568697	0.0140115	375.0568697	0.013914246	380.311979	0.027529074	406.4488109			
0.0141115	375.1375383	0.0141115	375.1375383	0.01401286	380.4312917	0.027529074	406.5841764			
0.0142115	375.1878701	0.0142115	375.1878701	0.014111463	380.5198525	0.027529074	406.524644			
0.0143115	375.1589121	0.0143115	375.1589121	0.014210057	380.5279988	0.027626354	406.5939617			
0.0143115	375.4002286	0.0143115	375.4002286	0.014210057	380.7727689	0.027626354	406.5790771			
0.0143115	375.2388913	0.0143115	375.2388913	0.014210057	380.6091226	0.027723624	406.8957906			
0.0144115	375.4216023	0.0144115	375.4216023	0.014308641	380.8319907	0.027820885	407.0487959			
0.0145115	375.3781654	0.0145115	375.3781654	0.014407216	380.8254656	0.027820885	407.1239422			
0.0146115	375.2830177	0.0146115	375.2830177	0.014505781	380.7664655	0.027918137	407.25358			
0.0146115	375.5974186	0.0146115	375.5974186	0.014505781	381.0854603	0.027918137	407.3443315			
0.0146115	375.8090877	0.0146115	375.8090877	0.014505781	381.3002222	0.028015379	407.5633378			
0.0147115	375.6987716	0.0147115	375.6987716	0.014604336	381.225864	0.028112611	407.6781363			
0.0148115	375.8601089	0.0148115	375.8601089	0.014702881	381.4271609	0.028112611	407.8589654			
0.0149115	376.04282	0.0149115	376.04282	0.014801417	381.6501825	0.028209835	407.6425985			
0.0149115	376.1814046	0.0149115	376.1814046	0.014801417	381.7908336	0.028307048	408.0276442			
0.0149115	376.2765522	0.0149115	376.2765522	0.014801417	381.8874	0.028307048	408.3290846			
0.0150115	376.5909532	0.0150115	376.5909532	0.014899942	382.2441483	0.028307048	408.1255237			
0.0151115	376.6785166	0.0151115	376.6785166	0.014998459	382.370694	0.028404253	408.2630861			
0.0151115	376.6206006	0.0151115	376.6206006	0.014998459	382.3119028	0.028501447	408.2729739			
0.0151115	376.5764742	0.0151115	376.5764742	0.014998459	382.2671096	0.028501447	408.4985661			
0.0152115	376.8536434	0.0152115	376.8536434	0.015096965	382.5861526	0.028598633	408.6134729			
0.0153115	376.9053541	0.0153115	376.9053541	0.015195462	382.6763404	0.028598633	408.3048497			
0.0153115	376.9487911	0.0153115	376.9487911	0.015195462	382.7204425	0.028695809	408.6233812			
0.0153115	376.8467487	0.0153115	376.8467487	0.015195462	382.6168376	0.028792975	408.9405476			
0.0155115	377.1025441	0.0155115	377.1025441	0.015392426	382.9519703	0.028792975	408.9937688			
0.0156115	377.263192	0.0156115	377.263192	0.015490894	383.1528363	0.028792975	409.0235727			
0.0155115	377.1970023	0.0155115	377.1970023	0.015392426	383.0478936	0.02898728	409.1179605			
0.0156115	377.3872976	0.0156115	377.3872976	0.015490894	383.2788794	0.02898728	409.246426			
0.0157115	377.4603821	0.0157115	377.4603821	0.015589352	383.3908508	0.029084418	409.548816			
0.0157115	377.7816777	0.0157115	377.7816777	0.015589352	383.7171946	0.029084418	409.5111953			
0.0158115	377.81822	0.0158115	377.81822	0.0156878	383.7920927	0.029181547	409.6638454			
0.0158115	377.8547622	0.0158115	377.8547622	0.0156878	383.8292127	0.029278666	409.824327			
0.0158115	377.9354308	0.0158115	377.9354308	0.0156878	383.9111569	0.029375776	409.8037744			
0.0160115	378.0967681	0.0160115	378.0967681	0.015884668	384.1506646	0.029375776	410.2851747			
0.0160115	378.0891839	0.0160115	378.0891839	0.015884668	384.1429589	0.029375776	410.1871906			
0.0161115	378.4546061	0.0161115	378.4546061	0.015983087	384.5520774	0.029472876	410.1446504			
0.0161115	378.0381627	0.0161115	378.0381627	0.015983087	384.1289246	0.029569967	410.1539364			
0.0162115	378.4615008	0.0162115	378.4615008	0.016081497	384.5969294	0.029569967	410.2597515			
0.0163115	378.9655076	0.0163115	378.9655076	0.016179897	385.1470034	0.029569967	410.4103071			
0.0162115	378.5276905	0.0162115	378.5276905	0.016081497	384.6641921	0.029569967	410.2143007			
0.0163115	378.4325428	0.0163115	378.4325428	0.016179897	384.6053452	0.029667049	410.4125097			
0.0164115	378.6511066	0.0164115	378.6511066	0.016278287	384.8653393	0.029764121	410.6547885			
0.0165115	378.6214592	0.0165115	378.6214592	0.016376667	384.8730674	0.029861184	410.5980387			
0.0165115	378.8048597	0.0165115	378.8048597	0.016376667	385.0594962	0.029861184	410.9965589			
0.0165115	378.6580014	0.0165115	378.6580014	0.016376667	384.910213	0.029861184	411.1173227			
0.0166115	378.9875708	0.0166115	378.9875708	0.016475038	385.2831228	0.029958237	411.1046521			
0.0167115	379.1040922	0.0167115	379.1040922	0.016573399	385.4394902	0.030055281	411.3619661			
0.0167115	379.1185712	0.0167115	379.1185712	0.016573399	385.4542112	0.030055281	411.9417444			
0.0168115	379.3529929	0.0168115	379.3529929	0.016671751	385.7304858	0.030055281	411.6411975			
0.0168115	379.4040141	0.0168115	379.4040141	0.016671751	385.7823647	0.030152315	411.4772059			
0.0169115	379.5432882	0.0169115	379.5432882	0.016770093	385.9619345	0.030152315	411.612927			
0.0169115	379.7397888	0.0169115	379.7397888	0.016770093	386.1617582	0.03024934	411.9314408			
0.0170115	379.761852	0.0170115	379.761852	0.016868425	386.2221708	0.030346356	411.9259204			
0.0171115	380.1341689	0.0171115	380.1341689	0.016966747	386.6388348	0.030346356	411.8065196			
0.0171115	380.032816	0.0171115	380.032816	0.016966747	386.5357475	0.030346356	412.0545607			
0.0171115	380.258964	0.0171115	380.258964	0.016966747	386.7657653	0.030443362	412.049044			
0.0172115	380.2437956	0.0172115	380.2437956	0.01706506	386.7883617	0.030443362	411.9509552			
0.0173115	380.2148376	0.0173115	380.2148376	0.017163363	386.7969267	0.030540359	411.9681677			
0.0173115	380.1782954	0.0173115	380.1782954	0.017163363	386.7597519	0.030637347	412.2192705			
0.0174115	380.2513798	0.0174115	380.2513798	0.017261657	386.8721267	0.030734325	412.4028696			
0.0174115	380.302401	0.0174115	380.302401	0.017261657	386.9240363	0.030734325	412.7043317			
0.0175115	380.3685907	0.0175115	380.3685907	0.01735994	387.0294152	0.030734325	412.8927454			
0.0175115	380.5871545	0.0175115	380.5871545	0.01735994	387.2518064	0.030734325	412.8849245			
0.0176115	380.6533441	0.0176115	380.6533441	0.017458215	387.3572205	0.030831293	412.7820394			
0.0177115	380.7774498	0.0177115	380.7774498	0.017556479	387.5215896	0.030831293	412.7742177			
0.0178115	381.04014	0.0178115	381.04014	0.017654734	387.8270365	0.030928252	412.9123782			
0.0178115	380.9973925	0.0178115	380.9973925	0.017654734	387.7835276	0.031025202	413.1856863			
0.0178115	381.0766822	0.0178115	381.0766822	0.017654734	387.8642296	0.031025202	413.2760089			
0.0179115	381.3331672	0.0179115	381.3331672	0.017752979	388.1634162	0.031122143	413.0607277			
0.0180115	381.0911612	0.0180115	381.0911612	0.017851215	387.9551847	0.031219074	413.552469			
0.0180115	381.5220836	0.0180115	381.5220836	0.017851215	388.3938686	0.031219074	413.5375308			
0.0181115	381.551731	0.0181115	381.551731	0.017949441	388.4622052	0.031219074	413.2729123			
0.0181115	381.5737942	0.0181115	381.5737942	0.017949441	388.484668	0.031315995	413.7284322			
0.0182115	381.7709843	0.0182115	381.7709843	0.018047657	388.7236066	0.031412908	413.6632308			
0.0183115	381.7199631	0.0183115	381.7199631	0.018145863	388.7098282	0.031412908	414.0851372			
0.0183115	381.9543848	0.0183115	381.9543848	0.018145863	388.9485426	0.031412908	413.8510609			
0.0184115	381.7054841	0.0184115	381.7054841	0.01824406	388.7332546	0.031412908	414.1982622			
0.0184115	382.3122227	0.0184115	382.3122227	0.01824406	389.3511642	0.031606704	414.2180527			
0.0185115	381.9909271	0.0185115	381.9909271	0.018342248	389.0621521	0.031606704	414.0899618			
0.0186115	382.1584697	0.0186115	382.1584697	0.018440425	389.271012	0.031703588	414.476673			
0.0186115	382.4508074	0.0186115	382.4508074	0.018440425	389.5687906	0.031703588	414.2055211			
0.0187115	382.4866601	0.0187115	382.4866601	0.018538593	389.6435592	0.031800463	414.3965408			
0.0187115	382.6479974	0.0187115	382.6479974	0.018538593	389.8079154	0.031800463	414.4420931			
0.0188115	382.8238137	0.0188115	382.8238137	0.018636752	390.0253039	0.031897328	414.6701613			
0.0189115	382.8451875	0.0189115	382.8451875	0.018734901	390.0853642	0.031994184	414.7558875			
0.0189115	382.7286661	0.0189115	382.7286661	0.018734901	389.9666393	0.03209103	414.8110083			
0.0190115	382.9623984	0.0190115	382.9623984	0.01883304	390.243088	0.03209103	415.015341			
0.0190115	382.8382927	0.0190115	382.8382927	0.01883304	390.1166229	0.032187867	415.1003897			
0.0191115	383.3719469	0.0191115	383.3719469	0.018931169	390.6987599	0.032187867	415.0626521			
0.0192115	383.1520042	0.0192115	383.1520042	0.019029289	390.5129289	0.032187867	414.9423192			
0.0192115	383.2692151	0.0192115	383.2692151	0.019029289	390.6323916	0.032284695	415.329291			
0.0193115	383.5022579	0.0193115	383.5022579	0.019127399	390.9082617	0.032381514	415.4749052			
0.0193115	383.4229681	0.0193115	383.4229681	0.019127399	390.8274408	0.032381514	415.2861809			
0.0194115	383.3567785	0.0194115	383.3567785	0.0192255	390.7983086	0.032478323	415.5457551			
0.0194115	383.4450314	0.0194115	383.4450314	0.0192255	390.8882746	0.032478323	415.5528774			
0.0195115	383.8173483	0.0195115	383.8173483	0.019323591	391.3062005	0.032575122	415.5931048			
0.0196115	383.8028693	0.0196115	383.8028693	0.019421672	391.3298192	0.032671913	416.0336864			
