Strain (mm/mm)	Stress (MPa)
0.2075115	451.0667423
0.2076115	450.5772146
0.2077115	450.5841093
0.2078115	450.4820669
0.2079115	450.5041302
0.2079115	450.3572718
0.2080115	450.393814
0.2081115	450.4889617
0.2082115	450.3717508
0.2083115	450.379335
0.2083115	450.2048977
0.2084115	450.2848769
0.2085115	450.0070182
0.2086115	449.8249966
0.2086115	449.9484127
0.2087115	449.7663911
0.2088115	449.6712435
0.2089115	449.641596
0.2090115	449.7443279
0.2090115	449.3926953
0.2091115	449.5030114
0.2092115	449.4147585
0.2092115	449.3926953
0.2093115	449.3926953
0.2093115	449.3782163
0.2095115	449.4078637
0.2095115	449.0865681
0.2096115	449.0865681
0.2097115	449.1741315
0.2098115	449.0424416
0.2099115	448.7652724
0.2099115	448.6480615
0.2100115	448.7728566
0.2101115	448.8238778
0.2102115	448.3915765
0.2102115	448.319871
0.2103115	448.6777089
0.2104115	447.9682384
0.2104115	448.1585337
0.2105115	448.2171392
0.2106115	448.0558018
0.2106115	447.8889487
0.2107115	448.0192596
0.2108115	448.2171392
0.2109115	447.5007739
0.2109115	447.4711264
0.2110115	447.2891048
0.2110115	447.3477103
0.2111115	446.88783
0.2112115	447.1063938
0.2113115	447.2746258
0.2114115	447.1063938
0.2114115	446.88783
0.2115115	447.0112461
0.2115115	447.0402041
0.2116115	446.6754714
0.2117115	446.8361193
0.2118115	446.9526407
0.2118115	446.3321125
0.2119115	446.2080069
0.2120115	446.5072394
0.2121115	446.2445491
0.2122115	445.9301482
0.2123115	445.7253739
0.2124115	445.9591062
0.2125115	445.6964159
0.2126115	445.2503251
0.2126115	445.3309938
0.2127115	445.4482046
0.2128115	445.053135
0.210076	448.193697
0.210076	448.1219915
0.210176	448.4798294
0.210276	447.7703589
0.210276	447.9606542
0.210376	448.0192596
0.210476	447.8579223
0.210476	447.6910692
0.210576	447.8213801
0.210676	448.0192596
0.210776	447.3028943
0.210776	447.2732469
0.210876	447.0912253
0.210876	447.1498307
0.210976	446.6899504
0.211076	446.9085142
0.211176	447.0767463
0.211276	446.9085142
0.211276	446.6899504
0.211376	446.8133666
0.211376	446.8423246
0.211476	446.4775919
0.211576	446.6382397
0.211676	446.7547611
0.211676	446.134233
0.211776	446.0101274
0.211876	446.3093598
0.211976	446.0466696
0.212076	445.7322686
0.212176	445.5274943
0.212276	445.7612266
0.212376	445.4985364
0.212476	445.0524456
0.212476	445.1331142
0.212576	445.2503251
0.212676	444.8552555
0.213000	445.5881682
